num,artist_id,artist_name,artist_mbtags,tempo,key,class
5790,ARNNHLN1187FB42912,Yahir,,104.0,9.0,26
5791,AR1RHCO1187B9AF0BF,Vince Guaraldi,,124.391,9.0,5
5792,ARVXV1J1187FB5BF88,Foals,math rock,156.917,9.0,55
5793,ARMFXPI1187B99717E,The London Theatre Orchestra,,129.418,0.0,28
5794,ARXPPEY1187FB51DF4,Michael Jackson,pop,152.44799999999998,1.0,4
5795,ARVNGA71187FB3C107,Faith Hill,country pop,119.06,0.0,4
5796,ARA0YAE1187B9B1D16,John Brown,,130.119,0.0,18
5797,AR5GLIU1187FB4638A,Memphis Jug Band,,143.031,1.0,8
5798,ARNZPLV1187FB3DF5D,Capleton,dancehall,97.99700000000001,10.0,26
5799,AR7PPJV1187FB397CC,James Taylor Quartet,jazz and blues,58.135,1.0,52
5800,ARQ0BG21187B99ED8F,Mush,,95.988,8.0,48
5801,ARILU7Z1187B999204,The Gaskets,,83.94200000000001,5.0,22
5802,AR8365R1187FB5997B,Jean Carnigan,,185.59799999999998,2.0,59
5803,ARY1P2B1187B9B78F5,Mariano Yanani,,80.008,8.0,24
5804,AR1K7TQ11C8A414EC8,The Knux,,140.119,1.0,8
5805,ARVML4B1187FB52324,Leroy Hutson,,169.71400000000003,7.0,30
5806,AR7GUNF1187B990CCF,Between The Buried And Me,metal,89.485,4.0,7
5807,AROW3XO1187B989E72,The Motors,,174.628,9.0,34
5808,ARQDYV0119B866800F,Gertrudis,,228.46099999999998,4.0,13
5809,ARJ5BEW1187FB52361,Inoki,,98.53299999999999,4.0,22
5810,ARIQ7ZV1187B9916C6,Loop Guru,,95.321,5.0,22
5811,AR57WGF1187FB41F11,Alan Feinberg,,70.1,10.0,50
5812,ARIRAVN11F4C842412,Los Nakos,,108.787,0.0,61
5813,ARKPDBH1242077DEB1,Murskahumppa,,148.57,9.0,3
5814,ARVXRAV125FEF32482,Didier FranASSois,,160.343,2.0,19
5815,ARU4JBP1187B99263F,Liquid Gang,,115.861,4.0,23
5816,ARYPRAG11F50C48C62,Checkers,,156.868,2.0,19
5817,AR8JQ521187FB491AA,Vince Taylor,,180.733,6.0,1
5818,ARVAE6W1187FB3CAF3,The Refreshments,,142.36700000000002,10.0,55
5819,ARZCHLM1187FB495C3,Ray Barretto,,144.722,7.0,49
5820,AR6Y8JF1187B9BA1D5,Jimmy Witherspoon,,92.64299999999999,1.0,52
5821,ARHNMEZ11F50C4706C,Karen Peck & New River,,123.586,10.0,3
5822,ARLIUIR11F4C8434D8,Kostis Maraveyas,,90.0,0.0,61
5823,AR67FTZ1187B9975EC,MarAa,,93.22,9.0,50
5824,ARSEUOO1187B999569,Adolph Hofner,,105.169,4.0,23
5825,ARULHJM1187B997004,Word,,103.995,8.0,11
5826,ARCRR5X1187FB3BD4A,Elva Hsiao,taiwanese,97.001,10.0,58
5827,ARZ1YNY1187B9B673A,Carolyn Arends,,97.958,7.0,24
5828,ARMTT971187B99386F,Israel & Moises,,130.042,10.0,6
5829,ARMAC4T1187FB3FA4C,The Dillinger Escape Plan,rock and indie,120.085,8.0,10
5830,ARN8NCB1187FB49652,Lionel Rogg,,106.479,0.0,36
5831,AR3UYDN1187B99DCA3,Palito Ortega,,103.755,9.0,50
5832,ARIF3EV1187B9B8522,Paul Taylor,,126.649,5.0,31
5833,ARNAIMI1187FB5733C,Rick Ross / Carol City Cartel,,95.585,6.0,48
5834,ARN2C4X1187B9B363C,Jack Off Jill,,156.804,6.0,10
5835,ARVUQIC1187B9A7C66,Hevia,,93.037,8.0,24
5836,ARO4WQR1187B9B9825,Kenny Rogers,country,154.783,5.0,13
5837,ARYKXSD1187B9A4DAD,Hecklah & Coch,,91.76700000000001,8.0,24
5838,AR040M31187B98CA41,The Bug Featuring Spaceape,uk,96.02,2.0,39
5839,ARCBDKH11F4C8477E9,Erik Tronic,,129.977,9.0,15
5840,ARKIQSL1241B9C90C8,Fred Merpol,,156.371,1.0,43
5841,AR36F9J1187FB406F1,Bombay Rockers,,109.984,8.0,5
5842,ARD4NPT1187FB36EE9,Roberto Perera,,129.988,7.0,51
5843,AR1XR3N1187FB372C5,Koordinate Of Wonders,idm,158.91299999999998,0.0,8
5844,ARDR4AC1187FB371A1,Montserrat CaballA(c),spanish,71.285,10.0,58
5845,ARZCHLM1187FB495C3,Ray Barretto,,129.151,2.0,21
5846,ARXJSHW1187B9A2A52,Nestor Torres,,93.975,10.0,33
5847,ARKETDZ1187B9B2566,Marlene Dietrich,german,82.286,10.0,40
5848,ARVUN5F1187FB4CCC7,Beenie Man,soul and reggae,98.02799999999999,8.0,24
5849,AR1N6N61187FB4E25E,Mongo Santamaria,,129.871,0.0,8
5850,ARVML4B1187FB52324,Leroy Hutson,,151.064,10.0,55
5851,ARZEHMQ1187B9950C0,Paulo Flores,,218.093,7.0,30
5852,AR039B11187B9B30D0,John Williams,,138.63,4.0,47
5853,ARC28SN1187B989049,Greater Vision,,184.52900000000002,0.0,59
5854,AR6F6I21187FB5A3AA,Aesop Rock,hip hop,102.429,7.0,45
5855,ARYML1P1187B9AF39B,Devo,post-punk,94.48,6.0,24
5856,AR8B1WY1187FB38366,Rakim,us,45.553999999999995,5.0,7
5857,ARYGXKQ11E2835CE3B,Styles P & The Evil Genius DJ Green Lantern,hip hop rnb and dance hall,167.873,7.0,30
5858,ARX2R5A1187FB5B85B,Ann Nesby,,88.008,10.0,33
5859,ARK8EHO1187B9B71D1,The Shamen,electronic,109.96,10.0,40
5860,AROJVWY1187B9A826C,Mademoiselle Sane,,63.153999999999996,10.0,26
5861,ARAXU5Z1187B98FECD,Gorillaz,trip rock,171.918,1.0,59
5862,AR1W3MA1187B99E6D8,Danny Wright,,95.995,7.0,45
5863,ARJ2PMY1187FB5B563,Burning Spear,reggae,146.392,9.0,3
5864,ARUFCZ41187B9A868E,Passion,,114.303,10.0,33
5865,ARE0X5X1187B993A86,Midwest Product,rock and indie,141.002,10.0,15
5866,ARWR6RK1187FB3AB52,From Autumn To Ashes,,97.169,4.0,23
5867,ARWXHRS1241B9C7A1E,Thomas Battenstein,,134.132,5.0,0
5868,ARMOHN71187FB3959F,Atreyu,,138.536,5.0,44
5869,ARRXNGN124207835CB,Grup Knar,,120.09299999999999,2.0,42
5870,ARN5W1B1187B98BE10,Warrior King,,83.831,0.0,36
5871,ARG9CID1187B9AB010,Taking Back Sunday,rock and indie,165.145,3.0,2
5872,ARGKPBC1187B9ADF8E,"\Jean LumiA\""\""re\""""",,124.113,5.0,31
5873,ARCNOK81187B98CA3F,Buju Banton,reggae,134.941,1.0,18
5874,ARVSEMH12086C145AA,Patrick Eudeline,,116.975,9.0,55
5875,AR49NV71187FB57689,Piero Esteriore,,100.071,0.0,8
5876,AR1KMPF1187B99AA98,Lara,,109.318,9.0,5
5877,ARWEM1D1187FB4077B,Sonny Landreth,,87.669,6.0,24
5878,ARY6TWP1187FB58A0D,Save As,,85.33,10.0,33
5879,AR6CLFP1187B9ACB94,Daniel Johnston,dance and electronica,131.011,0.0,8
5880,ARXWAQQ1187B9AE954,Redman / Saukrates / Icadon,soul and reggae,231.264,4.0,0
5881,ARWUK9L11C8A42C37B,Workhorse,,85.209,7.0,24
5882,ARWSMC91187B9AD369,Helen Love,rock and indie,205.016,10.0,29
5883,ARQQZEQ1187FB3EAC0,Connemara Stone Company,,123.36,2.0,42
5884,ARJNUTI12802FDFB5A,Hard Romantic,,81.97399999999999,10.0,40
5885,AR7LIU31187B98EF11,Rita Chiarelli,,95.508,2.0,60
5886,ARBE5BJ1187B98BCFD,The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,,67.452,0.0,52
5887,AR2UQQ51187B9AC816,Gipsy Kings,classic pop and rock,165.00599999999997,5.0,47
5888,ARPISA41187FB3DE42,Humble Pie,classic pop and rock,93.71600000000001,9.0,26
5889,ARE2QID1187B98FA19,Sleepy John Estes,,96.98200000000001,10.0,58
5890,ARGJBTS1187FB4273A,Lidell Townsell,,125.01299999999999,9.0,15
5891,ARXB4TY1187FB5AA25,P.O.S,,108.279,1.0,38
5892,ARKN9J11187B9B210D,DJ Clue / P. Diddy,,81.229,2.0,46
5893,ARQQ2VE1187B991D97,Dynamix,,85.32600000000001,8.0,48
5894,AR3GCDF1187B99DC06,Gathering,,95.035,7.0,45
5895,ARWSMC91187B9AD369,Helen Love,rock and indie,162.101,2.0,19
5896,ARGTDDO1187FB55687,Languis,,126.999,1.0,43
5897,AR3AY3R1187FB52CF0,Tracy Byrd,,116.625,2.0,32
5898,AR2CM6U1187B999EB7,Basic Channel,,160.546,10.0,27
5899,ARKWXDA11F4C83B665,Mills Brothers,,124.906,2.0,16
5900,ARDP3WW1187FB3D28C,Sue Foley,,105.21,7.0,37
5901,AR6TKMQ1187B9ACEDA,Barry Mann,,106.68700000000001,1.0,52
5902,ARAG1DX1187B98BB10,Ben Sidran,,68.479,5.0,54
5903,ARZ2DHF1187FB3F2EA,Krayzie Bone,,181.03,6.0,30
5904,ARNPPTH1187B9AD429,Jimmy Page,uk,139.015,0.0,28
5905,ARPNJUD122BCFCB9B4,Dark Shadows,,61.349,7.0,48
5906,AR3GYKU1187B996AB9,Jim Kweskin with Samoa Wilson,,74.045,9.0,50
5907,ART62WC1187FB47E80,Jim Jones featuring Oshy,hip hop rnb and dance hall,121.978,6.0,11
5908,ARKZXSQ1187B9AC9F3,Joy Division,post-punk,117.339,1.0,61
5909,ARDMPZU1187B99A472,Light Of The World,,120.87799999999999,0.0,18
5910,ARY1P2B1187B9B78F5,Mariano Yanani,,126.273,2.0,21
5911,ARKQADX1269FCD155B,Rocky Whatule,,96.59100000000001,0.0,61
5912,ARA8X3M1187B9A13CA,Aphasia,,192.063,6.0,1
5913,ARHTRR71187B98F305,Michelle Tumes,,120.02799999999999,5.0,31
5914,AREBWEH1187B99EA9A,Beherit,finnish,149.069,2.0,2
5915,ARSQDUN1187B98D7D7,EPMD,hip hop,86.819,1.0,36
5916,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,dance and electronica,180.09400000000002,1.0,62
5917,ARIW1BH1187FB4C94A,Architecture In Helsinki,rock and indie,139.999,9.0,3
5918,ARC8CQZ1187B98DECA,Jack Johnson and Friends / Matt Costa,folk,150.519,3.0,2
5919,ARW9SN11187FB52D0D,City High,,159.975,8.0,49
5920,ARCRSUM1187FB52AB0,The Frequency,,153.667,7.0,51
5921,AR03BDP1187FB5B324,Britney Spears,pop,0.0,3.0,39
5922,ARB6B5K1187FB36017,Caballo Dorado,,161.486,2.0,2
5923,ARMTTWG11F4C83E6AE,Mohammad Nouri,,85.56,3.0,42
5924,ARQXR6R1187FB46FD6,Soul Asylum,american underground,195.005,0.0,62
5925,ARI6CSW1187B9AF09A,Eko Fresh feat. Capkekz,german,94.99799999999999,8.0,41
5926,AR2G8UI1187FB3F33C,Barbara Fairchild,,151.67600000000002,2.0,32
5927,ARSX6IX1187B9B640C,Big Star,classic pop and rock,160.68,4.0,0
5928,ARIMW0M1187B99EC59,TEN MADISON,,92.699,10.0,40
5929,ARKEFM61187B9A8202,Moon Mullican,,95.27799999999999,7.0,48
5930,ARODFDS1187FB57348,Sergio Mendes,bossa nova,179.609,7.0,35
5931,ARHO1WI1187B98CB84,Michael Card,contemporary christian,93.542,9.0,40
5932,ARNFLMN1187FB50BB3,Chroma Key,,120.09100000000001,4.0,44
5933,AR4YKRO1187B9B7829,The Red Jumpsuit Apparatus,,199.00400000000002,0.0,14
5934,ARJD6I01187FB50347,Anna Abreu,finnish,143.864,4.0,31
5935,ARIOTFR1187B98F316,Mykill Miers,,91.16,10.0,40
5936,AR6U7461187FB59499,Rachael Starr,,127.99600000000001,10.0,57
5937,ARRR4Y81187FB524CE,Lonnie Brooks,,124.471,9.0,6
5938,AR7CCCC1187FB578FF,Don Gibson,american,123.531,4.0,53
5939,ARHZCG01187B99E4DE,Stanley Clarke,rock,123.352,7.0,41
5940,AR1PQYO1187B98BEC9,HA(c)lio Ziskind,,128.636,6.0,17
5941,ARF84A41187B9A34E7,Rancid,,168.752,1.0,59
5942,AR08YJF1187B9B2D59,Joe Turner,,84.73700000000001,1.0,39
5943,ARB78VW1187B98F81C,George Nooks,,179.888,2.0,59
5944,AR3GYKU1187B996AB9,Jim Kweskin,,63.993,0.0,52
5945,ARZCXO91187FB53708,Justin,,120.016,5.0,23
5946,AR4MCB01187B98BF5C,Atman,,89.385,6.0,45
5947,AR12EOE1187FB3AE26,The Pineapple Thief,,140.077,0.0,8
5948,ARV5O111187B9A3F3A,Carl Davis,,80.959,7.0,24
5949,AR1GYND1187B9A9CD3,Diesel Boy,punk,205.553,0.0,14
5950,ARWAPYC1187FB3FCAF,S.U.P,french,154.01,0.0,4
5951,AR6CLFP1187B9ACB94,Daniel Johnston,dance and electronica,105.641,8.0,37
5952,ARNF6401187FB57032,Sophie B. Hawkins,,129.316,7.0,10
5953,ARMQUXW12509412F2F,Georges Parys,,90.27799999999999,4.0,22
5954,ARNFTGS1187B9A465F,Circle Jerks,los angeles,173.669,1.0,56
5955,ARM3QKQ1187FB421E0,Deville_ Willy,,103.258,9.0,40
5956,ARPNJUD122BCFCB9B4,Dark Shadows,,110.93299999999999,10.0,6
5957,ARDFZE61187FB45994,Jake Hess,,92.76,6.0,9
5958,AR9ST641187B99B4DE,Cal Tjader,latin jazz,118.596,10.0,57
5959,ARAMB6Q1187B99DE68,Fiona Sit,cantonese,99.977,5.0,54
5960,ARC8CQZ1187B98DECA,Jack Johnson,folk,128.684,8.0,51
5961,AR3FE581187FB3F90A,Fabolous,hip hop rnb and dance hall,96.708,6.0,45
5962,ARJIWJH1187FB3F6B9,Elvin Bishop,,100.17299999999999,0.0,61
5963,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,seen live,103.145,4.0,22
5964,ARK3PWH1187B9A441D,Showbread,,164.963,9.0,3
5965,AR91C8S1187B990901,Bruce Springsteen,rock,183.709,0.0,59
5966,ARK3PWH1187B9A441D,Showbread,,110.235,10.0,40
5967,ARKAL321187B9AD4BE,The Gathering,,87.79700000000001,0.0,61
5968,ARAENPX1187B990DDA,Timbalada,,180.06,10.0,20
5969,ARCEOW71187B9A5A71,B.A.D.,classic pop and rock,121.993,7.0,51
5970,ARTOTKA11E2835EA81,Arne Weise,,144.082,0.0,4
5971,ARQHLIO1187B98AA6A,Jay PA(c)rez,,104.387,0.0,36
5972,AR223M11187B9ADDD6,Marty Robbins,american,140.73,2.0,32
5973,ARVQ4QM1187B98AD95,Hank Penny,,95.95,5.0,23
5974,AROIHOI122988FEB8E,Mario Rosenstock,,100.09100000000001,9.0,26
5975,AREZWC61187FB52DCF,Johnny Nash,classic pop and rock,163.257,4.0,25
5976,AR0LVFQ1187B9A84E0,Jason Miles,,196.00400000000002,6.0,1
5977,ARSENJW1187B9B053E,Bimbo,,147.991,9.0,6
5978,ARDYMTV122ECCBC383,Samba Mapangala and Orchestra Virunga,,97.81700000000001,7.0,9
5979,AR23EC41187FB4805D,Catherine King/Matthew Schwinghammer/The American Boychoir,,101.67200000000001,9.0,50
5980,ARMPRI31187FB4F7D9,Falling Into Place,greek,138.045,6.0,10
5981,AR35YUO1187B9AD83E,Wet Wet Wet,uk,84.084,10.0,50
5982,ARYZV2X1187B997BE7,Chris Standring,production music,109.99700000000001,8.0,49
5983,ARJDWEA1187B9B676F,Bob Newhart,,78.785,9.0,40
5984,ARB5TJM1187B9A71FD,Finntroll,finnish,180.06,2.0,59
5985,AR4GAFY1187B9B639D,BB King,jazz and blues,52.931999999999995,10.0,50
5986,ARFAX4X1187B9A89CB,Beautiful Creatures,,151.50799999999998,6.0,51
5987,AR1SQSG1187B9AC782,Kent,,121.6,5.0,7
5988,AR4C6V01187FB3BAF4,Moonspell,black metal,117.59299999999999,2.0,32
5989,AR74Q3R1187B9B24C3,Nightwish,finnish,78.959,5.0,7
5990,ARQ76LG1187B9ACD84,Black Flag,hardcore punk,114.37799999999999,2.0,42
5991,ARS6HDE1187B99CA29,Joe Lynn Turner,,161.063,7.0,30
5992,ARFWZZD1187FB561F9,The Fureys,,117.85,4.0,31
5993,ARU230L1187FB4642F,Walter Hawkins,,129.761,1.0,4
5994,AR4AEIP1187FB4030A,Wamdue Project,,123.984,10.0,57
5995,AR2XBPG1187B98FCBE,Planxty,folk,202.78900000000002,7.0,1
5996,AR633SY1187B9AC3B9,Weezer,american,127.40700000000001,10.0,57
5997,ARX9YIP1187B98A656,RUN-DMC,hip-hop,64.101,1.0,38
5998,ARHT0B11187B993CB3,Eddy Raven,american,115.59100000000001,7.0,41
5999,AR76DOS1187FB5AE78,The Jeff Healey Band,classic pop and rock,94.54299999999999,2.0,60
6000,AR52QY11187B99FC59,Anthony Cruz,,95.37,0.0,52
6001,ARYDFJA1241B9CBFF2,Jacques Douai,,73.71600000000001,2.0,21
6002,ARG1UAO1187FB55E50,Sammi Cheng,hong kong,87.09899999999999,9.0,58
6003,ARWXHRS1241B9C7A1E,Thomas Battenstein,,98.241,7.0,24
6004,ARVSB691187FB3C711,Hector,,133.088,4.0,0
6005,ARYML1P1187B9AF39B,Devo,post-punk,88.84100000000001,4.0,23
6006,ARGF5QG1187B9AC84F,Geiom Feat. Marita,,140.02200000000002,1.0,43
6007,ARZISVS11F4C841860,Pep Laguarda & Tapineria,,125.262,0.0,4
6008,AR7EF9H1187FB4D8A3,Rod Bernard,,155.254,0.0,8
6009,ARN5L1O1187FB4D955,Eyes Set to Kill,,97.49700000000001,8.0,48
6010,AR7U5BZ1187B997FFC,Keep Of Kalessin,black metal,110.044,3.0,60
6011,AR7074B1187FB4C39B,Ann Lee,uk,170.373,0.0,59
6012,AR1WC0X1187B991056,Jefferson Starship,classic pop and rock,122.348,10.0,5
6013,AREW1KO1187B98E42E,The Irish Tenors,,142.612,10.0,15
6014,ARIKE5O1187B997E73,Mississippi Mass Choir,,116.49,1.0,61
6015,ARDNQ0R1187B9BA1EF,Lonnie Johnson,,86.76100000000001,10.0,58
6016,ARQXC7V1187FB4DA9E,DAVE MATTHEWS BAND,alternative rock,125.15899999999999,10.0,6
6017,ARWD25M1187FB4C563,Amy Winehouse,uk,96.22399999999999,5.0,23
6018,AR7ZKHQ1187B98DD73,Glad,a cappella,105.36399999999999,9.0,57
6019,ARMTTWG11F4C83E6AE,The Antripodean Collective,,60.641000000000005,0.0,36
6020,ARAXU5Z1187B98FECD,Gorillaz,trip rock,84.141,10.0,58
6021,AR4TLW81187B99683D,Martin Sexton,american,137.765,1.0,8
6022,ARYCP7D1187B99516B,Pat Travers,canadian,138.966,10.0,55
6023,ARQUMH41187B9AF699,Linkin Park,rap rock,100.073,4.0,44
6024,AR0BLA51187FB4E6CD,The In Crowd,,121.713,1.0,8
6025,ARWAVUU1269FB34A47,Magic Systeme,,120.693,0.0,4
6026,AR0D6EL1187B9AF46B,Eazy-E,hip hop,115.69200000000001,8.0,5
6027,ARIZODP1187B9AD272,Bryan Ferry,british,82.568,7.0,9
6028,ARGKPBC1187B9ADF8E,"\Jean LumiA\""\""re\""""",,140.741,10.0,15
6029,ARGMCPU1241B9C4C34,Scott Ainslie,,180.38099999999997,2.0,2
6030,ARAJPHH1187FB5566A,The Shangri-Las,,93.413,7.0,37
6031,ARIRBN91187FB4523C,Tyree,,161.27200000000002,1.0,43
6032,ARZ3U0K1187B999BF4,Cabas,,216.023,0.0,62
6033,ARE54I01187FB3AE3D,Flink,,131.955,2.0,2
6034,ARISAXH1187B98E679,The John Buzon Trio,,125.073,0.0,43
6035,AR5MK521187B98E0B8,Heaven 17,new wave,96.859,10.0,50
6036,AR63RWN1187FB3E89A,Robert Lockwood_ Jr.,blues,117.98100000000001,9.0,57
6037,AR3N2H11187B98AFBA,Sivuca,,143.311,0.0,8
6038,ARUDY181187B9B5F49,Charlie Walker,,144.265,5.0,0
6039,ARE08BN1187B98FCA3,Der Plan,dA1/4sseldorf,121.834,1.0,18
6040,AR3DLBB1187B98F3DF,The Statler Brothers,country,104.068,10.0,50
6041,ARI6CSW1187B9AF09A,Eko Fresh feat. Ado,german,126.693,10.0,3
6042,ARH42KA11C8A416880,Peloton,,70.229,4.0,54
6043,AR051KA1187B98B2FF,Wilks,,90.006,5.0,7
6044,ARLTW641187B9B6D3C,Paul Buckmaster,arranger,134.56,10.0,3
6045,AREEJJK1187FB56DC7,Evolution,,97.015,5.0,54
6046,ARJ6GR01187B98D64D,Lonestar,,125.022,0.0,43
6047,ARLTW641187B9B6D3C,Paul Buckmaster,arranger,161.665,10.0,3
6048,ARKBTPV1187FB38A79,Faron Young,,141.77200000000002,9.0,3
6049,AR358YS1187FB44A29,The Jordanaires & Orion,,106.31700000000001,10.0,50
6050,AREN7YO1187B9A475C,Sandra Mihanovich,,122.072,10.0,15
6051,ARL635X1187B990092,Charlotte Gainsbourg,french,150.256,1.0,43
6052,ARXEH1P1187FB378A3,The Prefects,,104.521,9.0,33
6053,ARJRIM91187FB3EF9A,Paul Avgerinos,,91.405,9.0,40
6054,ARAIABB1187B9AC6E2,Seal,british,119.772,4.0,53
6055,ARGFFA01187B9A2D11,Pennywise,skate punk,200.877,9.0,20
6056,AR11YQ81187FB3C654,Dixie Chicks,country,103.863,2.0,39
6057,AR0WGXC1187B9AAC99,Slum Village,,95.59899999999999,1.0,39
6058,ARQHJLT11F50C4C101,Bomb Squad,,109.61399999999999,3.0,42
6059,ARR3ONV1187B9A2F59,Muse,,120.01,7.0,11
6060,AR0G47L1187B98CC6D,Frank Chacksfield,production music,95.611,3.0,39
6061,AR4EVIX1187B993DE9,Alceu ValenASSa,,121.988,0.0,8
6062,ARMB95F1187B9B5B93,Cam'Ron,hip hop rnb and dance hall,215.0,7.0,35
6063,ARDVZTE1187FB5A0A1,Bon Jovi,hard rock,93.044,7.0,9
6064,AR6G29T1187B9A99F9,KMD,,119.961,4.0,53
6065,ARE36MM1187B991E50,Blind Lemon Jefferson,blues,162.496,10.0,20
6066,ARPAL0H1187B990A8E,Nana Mouskouri,greek,137.476,2.0,16
6067,ARHEQ501187FB4F898,Fruko Y Sus Tesos,,84.751,8.0,9
6068,ARXGICZ1187FB444DD,The Merry Macs,,71.27,8.0,24
6069,AR211WC1187FB52425,Time Zone,,92.499,7.0,45
6070,AR6IJJ41187B98C872,Bobby Pulido,,100.25200000000001,9.0,50
6071,AR0GGKI1187FB391D5,Eddie,,153.942,7.0,17
6072,ARXPE571187FB4AFD0,Rickie Lee Jones,classic pop and rock,143.497,1.0,4
6073,AR6MIU31187B994603,Stefon Harris,,70.875,1.0,52
6074,ARUKJUP12086C14589,RamA3n Vargas;Vesselina Kasarova;Vladimir Jurowski,,158.715,6.0,30
6075,ARVESGN1187FB3E10C,Rauni Pekkala,,93.65700000000001,1.0,38
6076,ARLBNAC1187FB47151,Alex Gopher,,80.012,4.0,22
6077,ARSE5NP1187B9B98AB,Twista,hip hop rnb and dance hall,124.734,1.0,28
6078,AR198711187B9AD09F,Simply Red,classic pop and rock,93.975,2.0,39
6079,AR1E4V11187B99F400,Telecast,,84.95100000000001,4.0,7
6080,AR4L4WQ1187FB51996,The Prodigy,electronic,96.73200000000001,1.0,39
6081,AR88F5X1187FB3EA17,Loretta Lynn,country,79.181,8.0,37
6082,ARUEYGC1187FB3D94B,The Chi Lites,classic pop and rock,149.394,8.0,11
6083,AR9OLFX1187B9A5762,Bob Wills,,88.301,2.0,60
6084,ARFILWJ1187B9ADDBF,MarAa Elena Walsh,,111.104,1.0,18
6085,AR1U3BY1187B9B136F,God Lives Underwater,industrial rock,169.96599999999998,2.0,14
6086,ARK0TRD1187FB3BDE5,Bob Hope,,133.325,8.0,41
6087,ARAVPU21187B993957,Don & Juan,,98.44200000000001,2.0,60
6088,ARENLSD1241B9C71B9,Mack and Jamie,,118.66799999999999,9.0,15
6089,ARTH9041187FB43E1F,Eminem,hip-hop,180.168,10.0,29
6090,AROLMXS1241B9C6915,An Cafe,,152.988,6.0,10
6091,ARSPQ0H1187B999944,Eric Burdon,classic pop and rock,80.031,5.0,23
6092,ARUAOGE1187B9B3D50,Fake Problems,,103.77600000000001,0.0,38
6093,ARGDY4Y1187B9A334F,Pyranja,,96.264,10.0,58
6094,ARID75M1187B9B8341,Steve Green,,99.619,5.0,31
6095,ARR575U1187B98FB97,The Perrys,,82.48700000000001,6.0,48
6096,AR3SPD91187B9B63E3,HA(c)roes del Silencio,spanish,159.483,4.0,47
6097,ARQDHPO1187B9A9F7C,Anthony Watson,,163.90200000000002,10.0,6
6098,ARD3ICK1187B9A56C9,Jimmy Riley,,159.96,1.0,59
6099,ARHLYXD11F50C4B49E,Bruisers,,135.233,9.0,3
6100,ARCACMY11C8A42C870,John Travolta / Christopher Walken,,128.685,4.0,53
6101,ARJRIM91187FB3EF9A,Paul Avgerinos,,85.55799999999999,9.0,40
6102,AR219DK1187FB4CEFC,ATB,trance,136.967,0.0,8
6103,AROF4LP1187FB41C51,Selena,,90.602,2.0,42
6104,ARA1UU51187FB5A70B,The Misfits,horror punk,111.15299999999999,10.0,57
6105,ARDGB6U1187FB3AD07,Eurythmics,british,111.12200000000001,1.0,18
6106,AROCBZZ11E2835D652,Small Faces,,77.09,9.0,26
6107,AR048JZ1187B9AEB85,Yellowcard,,89.896,7.0,45
6108,AR1SYBE1187B992798,Kira,,69.167,4.0,7
6109,ARJJPQP1241B9CA062,Gabriel Grossi,,143.86,7.0,41
6110,ARFAGIR1187B997EA1,Jeanie Lambe & The Danny Moss Quartet,,67.6,10.0,58
6111,ARIQD5J1187B98D8DC,FabiA!n,,169.981,5.0,13
6112,ARNUIBF1187FB4A28F,Ray Lynch,,139.944,2.0,16
6113,ARJ438T1187B9AD503,Elvenking,,200.03599999999997,8.0,35
6114,ARLGIX31187B9AE9A0,Jay-Z,us,104.12299999999999,5.0,22
6115,AR7U5BZ1187B997FFC,Keep Of Kalessin,black metal,229.864,8.0,1
6116,ARNWJEE1187B98DB44,Frenchy,,96.904,1.0,36
6117,ARUL0VB1187B9A01AA,Cadacross,finnish,92.60799999999999,4.0,23
6118,ARS1OWB1187B99EEAD,The New York Dolls,punk,84.05799999999999,0.0,36
6119,ARSW5F51187FB4CFC9,Alice In Chains,grunge,111.23899999999999,5.0,23
6120,ARYQQY31187B9ABBE1,BerrogA1/4etto,country-es,99.546,2.0,21
6121,ARGRTPZ1257509D28A,David Saylor,,121.9,7.0,41
6122,AR79TB51187B9966E2,Martin Lawrence,,61.863,10.0,50
6123,ARUSOMY1187FB4D3B4,Anti-Flag,punk rock,178.804,10.0,29
6124,ARIH5GU1187FB4C958,Silverchair,post-grunge,138.385,1.0,43
6125,ARIBJIS11C8A414F70,NO-TONE ft.Inusa,,126.012,2.0,46
6126,AR7OEB71187B995A17,Henri Pousseur,,65.919,0.0,52
6127,ARM9D241187FB4DB7D,Marygold,,133.857,7.0,10
6128,AR18SS11187FB4852B,Dope Stars Inc.,industrial rock,154.998,10.0,27
6129,ARD0FN11187B9B25CD,Bobby Darin,american,71.35600000000001,7.0,9
6130,AR32ETX1187B9A792F,The Vaughan Brothers,,142.372,9.0,5
6131,ARF9Z4Q1187FB5B40B,The Wiyos,folk,192.831,7.0,35
6132,ARXHFWE1187FB410A9,Oh No,,128.116,3.0,21
6133,ARRBT8X1187FB3D242,Eddie and the Subtitles,punk,154.072,1.0,28
6134,ARDVZTE1187FB5A0A1,Bon Jovi,hard rock,91.775,8.0,37
6135,ARQUFQK11F4C83C0D8,4 Skins,,140.52,4.0,44
6136,AREDBBQ1187B98AFF5,Eddie Calvert,uk,130.59799999999998,7.0,51
6137,AR3N2H11187B98AFBA,Sivuca,,148.046,7.0,17
6138,ARZXLZD11E2835CEA7,Jason Michael Carroll,,87.712,2.0,21
